,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won,avg_training_score,is_promoted_encoded,department_encoded,region_encoded,education_encoded,gender_encoded,recruitment_channel_encoded,is_promoted
2442,69397,Operations,region_12,Bachelor's,F,sourcing,1,36,3.0,5,0,57.0,0,4,3,0,0,2,No
2444,57709,Sales & Marketing,region_16,Bachelor's,F,other,1,34,3.0,3,0,47.0,0,7,7,0,0,0,No
2449,44786,Procurement,region_17,Bachelor's,F,sourcing,1,35,4.0,2,0,70.0,0,5,8,0,0,2,No
2450,47828,Procurement,region_4,Master's & above,F,sourcing,1,43,4.0,5,0,66.0,0,5,28,2,0,2,No
2451,3852,Sales & Marketing,region_4,Bachelor's,M,other,1,32,3.0,4,0,49.0,0,7,28,0,1,0,No
2452,72446,Procurement,region_20,Bachelor's,M,sourcing,1,28,3.0,5,0,68.0,0,5,12,0,1,2,No
2453,64566,Procurement,region_11,Master's & above,F,other,1,36,5.0,10,0,70.0,0,5,2,2,0,0,No
2454,3602,Technology,region_33,Bachelor's,M,other,1,34,3.0,3,1,75.0,1,8,26,0,1,0,Yes
2455,20067,Technology,region_7,Bachelor's,F,sourcing,1,35,3.0,7,0,89.0,1,8,31,0,0,2,Yes
2457,43470,Sales & Marketing,region_2,Bachelor's,M,other,1,59,3.0,4,0,51.0,1,7,11,0,1,0,Yes
2459,20650,Operations,region_31,Bachelor's,M,other,1,36,3.0,7,0,62.0,0,4,24,0,1,0,No
2460,56316,Technology,region_4,Master's & above,M,other,1,42,2.0,6,0,81.0,0,8,28,2,1,0,No
2462,24028,Operations,region_19,Bachelor's,M,other,1,42,4.0,11,0,59.0,0,4,10,0,1,0,No
2463,56972,R&D,region_2,Master's & above,F,sourcing,1,36,3.0,7,0,90.0,0,6,11,2,0,2,No
2464,37566,Procurement,region_26,Bachelor's,F,sourcing,1,47,4.0,14,0,74.0,0,5,18,0,0,2,No
2466,73301,Procurement,region_2,Master's & above,F,sourcing,1,44,5.0,5,0,74.0,0,5,11,2,0,2,No
2468,33263,HR,region_22,Bachelor's,F,other,1,30,4.0,3,0,50.0,0,2,14,0,0,0,No
2469,39286,Analytics,region_31,Master's & above,M,sourcing,1,34,3.0,3,0,85.0,0,0,24,2,1,2,No
2470,44393,Procurement,region_2,Master's & above,F,sourcing,1,39,3.0,7,0,72.0,1,5,11,2,0,2,Yes
2471,43567,Operations,region_4,Bachelor's,M,other,1,27,4.0,2,0,58.0,0,4,28,0,1,0,No
2472,39695,Procurement,region_15,Master's & above,M,sourcing,1,43,4.0,4,0,66.0,0,5,6,2,1,2,No
2474,77612,Finance,region_2,Bachelor's,F,sourcing,1,45,3.0,3,0,55.0,0,1,11,0,0,2,No
2475,72390,Sales & Marketing,region_31,Bachelor's,M,sourcing,1,36,4.0,4,0,46.0,0,7,24,0,1,2,No
2476,69396,Operations,region_31,Bachelor's,M,other,1,32,5.0,4,0,59.0,0,4,24,0,1,0,No
2477,10214,Procurement,region_17,Bachelor's,M,other,1,41,5.0,7,1,72.0,1,5,8,0,1,0,Yes
2478,26933,Operations,region_26,Master's & above,M,sourcing,1,41,3.0,2,1,58.0,0,4,18,2,1,2,No
2479,59301,Operations,region_17,Bachelor's,F,other,1,34,5.0,9,0,64.0,0,4,8,0,0,0,No
2480,11546,Sales & Marketing,region_16,Master's & above,M,sourcing,1,36,4.0,7,0,48.0,0,7,7,2,1,2,No
2481,66937,Technology,region_26,Bachelor's,M,sourcing,1,37,4.0,2,0,81.0,0,8,18,0,1,2,No
2482,34940,Sales & Marketing,region_28,Master's & above,M,other,1,45,3.0,7,0,46.0,0,7,20,2,1,0,No
2484,77681,Sales & Marketing,region_13,Master's & above,M,other,1,40,3.0,7,0,46.0,0,7,4,2,1,0,No
2485,51979,Procurement,region_2,Bachelor's,F,other,1,37,3.0,5,0,74.0,0,5,11,0,0,0,No
2487,31656,Sales & Marketing,region_13,Bachelor's,F,other,1,31,4.0,4,0,48.0,0,7,4,0,0,0,No
2489,43281,Sales & Marketing,region_13,Master's & above,M,sourcing,1,34,5.0,9,0,50.0,1,7,4,2,1,2,Yes
2490,37831,Analytics,region_7,Master's & above,M,other,1,42,3.0,5,0,82.0,1,0,31,2,1,0,Yes
2491,70307,Operations,region_4,Bachelor's,F,other,1,34,5.0,8,0,60.0,0,4,28,0,0,0,No
2492,13205,Technology,region_5,Master's & above,F,sourcing,1,35,3.0,3,0,74.0,0,8,29,2,0,2,No
2493,78220,Sales & Marketing,region_29,Master's & above,M,other,1,38,3.0,2,0,46.0,0,7,21,2,1,0,No
2494,65234,Technology,region_11,Bachelor's,F,sourcing,1,31,3.0,5,0,79.0,0,8,2,0,0,2,No
2497,23946,Sales & Marketing,region_6,Bachelor's,F,sourcing,1,31,5.0,3,0,53.0,0,7,30,0,0,2,No
2498,7836,Sales & Marketing,region_11,Bachelor's,M,other,1,28,2.0,2,0,48.0,0,7,2,0,1,0,No
2499,15503,Operations,region_22,Bachelor's,F,other,1,36,5.0,5,0,65.0,0,4,14,0,0,0,No
2500,25646,Sales & Marketing,region_4,Bachelor's,M,other,1,49,2.0,15,0,53.0,0,7,28,0,1,0,No
2501,20542,Operations,region_34,Bachelor's,M,other,1,30,5.0,5,0,60.0,0,4,27,0,1,0,No
2502,21420,Finance,region_7,Master's & above,M,other,1,35,3.0,7,0,62.0,0,1,31,2,1,0,No
2503,69802,Operations,region_14,Master's & above,M,other,1,33,4.0,4,0,59.0,0,4,5,2,1,0,No
2504,39190,Sales & Marketing,region_7,Bachelor's,M,other,1,32,2.0,7,0,47.0,0,7,31,0,1,0,No
2505,2120,Sales & Marketing,region_26,Bachelor's,M,other,1,33,2.0,8,0,49.0,0,7,18,0,1,0,No
2512,61098,HR,region_23,Master's & above,F,sourcing,1,34,4.0,4,0,54.0,0,2,15,2,0,2,No
2513,77874,Technology,region_27,Bachelor's,M,sourcing,1,32,3.0,9,0,76.0,0,8,19,0,1,2,No
2514,73829,Procurement,region_31,Bachelor's,M,other,1,31,4.0,4,0,71.0,0,5,24,0,1,0,No
2516,5980,Operations,region_15,Bachelor's,M,other,1,40,3.0,5,0,54.0,0,4,6,0,1,0,No
2519,45010,Technology,region_16,Master's & above,M,sourcing,1,42,3.0,5,0,81.0,1,8,7,2,1,2,Yes
2521,3847,Operations,region_31,Bachelor's,F,sourcing,1,30,3.0,2,0,63.0,0,4,24,0,0,2,No
2522,41780,Analytics,region_7,Master's & above,M,other,1,39,3.0,10,0,87.0,0,0,31,2,1,0,No
2524,32098,Operations,region_12,Bachelor's,F,other,1,30,5.0,5,0,56.0,0,4,3,0,0,0,No
2525,59801,Procurement,region_17,Bachelor's,F,other,1,50,3.0,3,0,65.0,0,5,8,0,0,0,No
2526,16405,HR,region_7,Bachelor's,M,sourcing,1,29,3.0,6,0,54.0,0,2,31,0,1,2,No
2527,31308,Sales & Marketing,region_22,Master's & above,F,sourcing,1,31,3.0,6,0,54.0,0,7,14,2,0,2,No
2528,30444,Procurement,region_2,Master's & above,F,sourcing,1,35,4.0,7,0,73.0,0,5,11,2,0,2,No
2532,58872,Sales & Marketing,region_2,Master's & above,F,sourcing,1,50,5.0,6,0,52.0,0,7,11,2,0,2,No
2535,61659,Sales & Marketing,region_23,Master's & above,M,sourcing,1,35,4.0,8,0,50.0,0,7,15,2,1,2,No
2536,24065,Operations,region_15,Bachelor's,M,sourcing,1,49,3.0,2,0,60.0,0,4,6,0,1,2,No
2537,75853,Sales & Marketing,region_22,Bachelor's,F,other,1,33,2.0,5,0,55.0,0,7,14,0,0,0,No
2538,19149,Technology,region_2,Bachelor's,F,other,1,26,5.0,3,0,79.0,1,8,11,0,0,0,Yes
2541,71508,Technology,region_22,Bachelor's,M,referred,1,28,3.0,3,0,81.0,0,8,14,0,1,1,No
2543,29187,Procurement,region_13,Bachelor's,M,other,1,41,4.0,12,0,70.0,0,5,4,0,1,0,No
2545,77224,Procurement,region_2,Master's & above,M,sourcing,1,36,3.0,8,0,71.0,0,5,11,2,1,2,No
2546,68001,Procurement,region_20,Bachelor's,M,other,1,26,3.0,2,0,69.0,0,5,12,0,1,0,No
2548,51299,Procurement,region_30,Master's & above,F,other,1,38,3.0,10,0,63.0,0,5,23,2,0,0,No
2549,51819,Operations,region_2,Bachelor's,F,other,1,31,4.0,2,0,62.0,0,4,11,0,0,0,No
2550,24590,Procurement,region_11,Bachelor's,M,sourcing,1,31,5.0,4,0,72.0,0,5,2,0,1,2,No
2554,52346,Sales & Marketing,region_17,Bachelor's,M,other,1,27,2.0,2,0,47.0,0,7,8,0,1,0,No
2556,68193,Sales & Marketing,region_15,Bachelor's,M,sourcing,1,34,4.0,3,0,46.0,0,7,6,0,1,2,No
2557,71637,Legal,region_7,Master's & above,M,sourcing,1,44,5.0,4,0,62.0,0,3,31,2,1,2,No
2560,43001,Operations,region_2,Master's & above,F,sourcing,1,49,3.0,6,0,60.0,0,4,11,2,0,2,No
2561,36071,Technology,region_7,Bachelor's,F,sourcing,1,37,3.0,8,0,79.0,0,8,31,0,0,2,No
2562,78111,Operations,region_15,Bachelor's,M,other,1,45,5.0,6,0,53.0,0,4,6,0,1,0,No
2564,36774,HR,region_22,Bachelor's,M,other,1,47,4.0,8,0,48.0,0,2,14,0,1,0,No
2565,41361,Procurement,region_12,Bachelor's,F,sourcing,1,32,3.0,7,0,69.0,0,5,3,0,0,2,No
2567,27749,Operations,region_16,Bachelor's,M,other,1,34,5.0,8,0,60.0,0,4,7,0,1,0,No
2570,76534,Sales & Marketing,region_27,Master's & above,M,other,1,36,5.0,9,0,51.0,0,7,19,2,1,0,No
2577,60059,Procurement,region_2,Bachelor's,M,other,1,25,5.0,3,0,70.0,0,5,11,0,1,0,No
2578,5327,HR,region_2,Bachelor's,F,sourcing,1,35,4.0,10,0,49.0,0,2,11,0,0,2,No
2580,5171,Procurement,region_7,Master's & above,F,other,1,41,3.0,6,0,67.0,0,5,31,2,0,0,No
2585,76562,Analytics,region_4,Bachelor's,M,sourcing,1,31,3.0,9,0,81.0,0,0,28,0,1,2,No
2588,51943,Technology,region_2,Bachelor's,F,other,1,34,4.0,3,0,79.0,1,8,11,0,0,0,Yes
2589,70364,Sales & Marketing,region_22,Bachelor's,M,other,1,27,3.0,2,1,96.0,1,7,14,0,1,0,Yes
2590,47273,Sales & Marketing,region_2,Bachelor's,F,referred,1,32,4.0,8,0,63.0,1,7,11,0,0,1,Yes
2591,10658,Procurement,region_11,Master's & above,F,sourcing,1,34,5.0,5,0,69.0,0,5,2,2,0,2,No
2593,28139,Sales & Marketing,region_27,Master's & above,M,other,1,46,3.0,4,0,55.0,0,7,19,2,1,0,No
2594,60307,Operations,region_19,Bachelor's,M,other,1,41,5.0,13,0,57.0,0,4,10,0,1,0,No
2595,59274,Sales & Marketing,region_27,Bachelor's,F,other,1,38,3.0,4,0,48.0,0,7,19,0,0,0,No
2598,31632,Sales & Marketing,region_4,Bachelor's,M,sourcing,1,30,2.0,4,0,60.0,1,7,28,0,1,2,Yes
2600,26278,Sales & Marketing,region_22,Bachelor's,M,sourcing,1,22,2.0,2,0,50.0,0,7,14,0,1,2,No
2601,1393,Procurement,region_15,Bachelor's,F,other,1,29,5.0,5,0,71.0,1,5,6,0,0,0,Yes
2603,26885,Sales & Marketing,region_16,Bachelor's,M,other,1,41,5.0,3,0,48.0,1,7,7,0,1,0,Yes
2608,22199,Operations,region_2,Bachelor's,M,sourcing,1,47,4.0,9,0,60.0,0,4,11,0,1,2,No
2609,75950,Technology,region_2,Bachelor's,F,other,1,47,3.0,4,0,79.0,0,8,11,0,0,0,No
2613,58595,HR,region_13,Bachelor's,F,sourcing,1,31,2.0,6,0,49.0,0,2,4,0,0,2,No
2615,65936,Technology,region_4,Master's & above,F,other,1,34,3.0,3,0,80.0,0,8,28,2,0,0,No
2616,78263,Sales & Marketing,region_2,Bachelor's,M,sourcing,1,31,3.0,6,1,44.0,1,7,11,0,1,2,Yes
2618,41728,Sales & Marketing,region_33,Bachelor's,F,other,1,32,3.0,4,0,49.0,0,7,26,0,0,0,No
2620,74925,Analytics,region_34,Bachelor's,M,sourcing,1,30,3.0,5,0,84.0,0,0,27,0,1,2,No
2622,12558,Analytics,region_2,Bachelor's,M,sourcing,1,31,3.0,4,0,87.0,0,0,11,0,1,2,No
2623,922,Sales & Marketing,region_13,Master's & above,M,other,1,44,5.0,3,0,43.0,0,7,4,2,1,0,No
2626,25665,Finance,region_29,Bachelor's,M,sourcing,1,30,4.0,4,0,62.0,0,1,21,0,1,2,No
2628,39961,Analytics,region_30,Bachelor's,M,sourcing,1,33,3.0,5,0,89.0,0,0,23,0,1,2,No
2629,11375,Sales & Marketing,region_13,Master's & above,M,sourcing,1,49,5.0,7,0,49.0,0,7,4,2,1,2,No
2630,25495,HR,region_22,Master's & above,F,sourcing,1,42,2.0,5,0,47.0,0,2,14,2,0,2,No
2632,19629,HR,region_15,Master's & above,F,other,1,41,3.0,4,0,50.0,0,2,6,2,0,0,No
2634,22317,Sales & Marketing,region_27,Bachelor's,M,sourcing,1,30,5.0,6,0,44.0,0,7,19,0,1,2,No
2636,72331,Procurement,region_17,Bachelor's,F,sourcing,1,30,3.0,3,0,71.0,0,5,8,0,0,2,No
2638,4742,Sales & Marketing,region_4,Bachelor's,M,sourcing,1,38,5.0,3,0,63.0,1,7,28,0,1,2,Yes
2639,7171,Analytics,region_27,Bachelor's,M,other,1,27,4.0,3,0,83.0,0,0,19,0,1,0,No
2640,24162,R&D,region_30,Bachelor's,F,sourcing,1,32,4.0,3,0,85.0,0,6,23,0,0,2,No
2641,63447,Sales & Marketing,region_2,Master's & above,M,sourcing,1,38,5.0,10,0,42.0,0,7,11,2,1,2,No
2642,58119,Sales & Marketing,region_14,Bachelor's,M,sourcing,1,35,4.0,10,0,47.0,0,7,5,0,1,2,No
2646,37453,Sales & Marketing,region_22,Bachelor's,M,sourcing,1,45,5.0,5,0,48.0,0,7,14,0,1,2,No
2647,26336,HR,region_28,Master's & above,M,other,1,34,3.0,4,0,48.0,0,2,20,2,1,0,No
2650,14694,Procurement,region_2,Master's & above,F,other,1,33,3.0,3,0,74.0,0,5,11,2,0,0,No
2651,73869,Procurement,region_2,Bachelor's,M,other,1,48,5.0,7,0,75.0,0,5,11,0,1,0,No
2652,11565,Analytics,region_13,Master's & above,F,other,1,32,4.0,4,0,82.0,0,0,4,2,0,0,No
2653,2371,Analytics,region_31,Bachelor's,M,other,1,30,4.0,3,0,83.0,0,0,24,0,1,0,No
2654,2517,Analytics,region_25,Master's & above,M,other,1,33,5.0,2,0,82.0,0,0,17,2,1,0,No
2656,51220,HR,region_31,Bachelor's,F,other,1,27,5.0,4,0,49.0,0,2,24,0,0,0,No
2657,70445,Operations,region_2,Bachelor's,F,other,1,55,3.0,13,0,52.0,0,4,11,0,0,0,No
2658,41322,Analytics,region_14,Master's & above,M,other,1,38,4.0,10,0,80.0,0,0,5,2,1,0,No
2663,2351,Operations,region_25,Bachelor's,M,sourcing,1,31,5.0,3,0,58.0,0,4,17,0,1,2,No
2664,73229,Procurement,region_17,Bachelor's,M,other,1,40,4.0,9,0,69.0,0,5,8,0,1,0,No
2665,42150,Procurement,region_15,Bachelor's,F,other,1,32,3.0,5,0,65.0,0,5,6,0,0,0,No
2666,14003,Operations,region_2,Master's & above,F,referred,1,35,5.0,8,0,60.0,1,4,11,2,0,1,Yes
2668,67789,Procurement,region_2,Master's & above,F,other,1,38,5.0,7,0,65.0,0,5,11,2,0,0,No
2669,43784,HR,region_2,Bachelor's,F,referred,1,44,5.0,12,0,49.0,0,2,11,0,0,1,No
2670,34873,Operations,region_31,Bachelor's,F,other,1,41,3.0,11,0,60.0,0,4,24,0,0,0,No
2671,35466,Sales & Marketing,region_2,Master's & above,F,other,1,42,4.0,8,0,50.0,0,7,11,2,0,0,No
2672,65095,Sales & Marketing,region_28,Bachelor's,F,other,1,33,3.0,5,0,51.0,0,7,20,0,0,0,No
2674,10098,Technology,region_7,Bachelor's,M,sourcing,1,26,3.0,2,0,80.0,0,8,31,0,1,2,No
2675,37860,Sales & Marketing,region_22,Bachelor's,F,other,1,36,3.0,3,0,46.0,0,7,14,0,0,0,No
2676,30858,Operations,region_13,Bachelor's,M,sourcing,1,25,4.0,2,0,56.0,0,4,4,0,1,2,No
2677,76953,Operations,region_27,Bachelor's,M,other,1,35,3.0,2,0,60.0,0,4,19,0,1,0,No
2678,50823,Procurement,region_20,Master's & above,F,other,1,37,4.0,4,1,67.0,0,5,12,2,0,0,No
2679,4662,Analytics,region_22,Bachelor's,F,other,1,31,4.0,7,0,85.0,0,0,14,0,0,0,No
2680,43251,Technology,region_7,Bachelor's,M,sourcing,1,33,2.0,6,0,79.0,0,8,31,0,1,2,No
2682,15316,Sales & Marketing,region_2,Master's & above,F,other,1,56,2.0,5,0,46.0,0,7,11,2,0,0,No
2684,26698,Procurement,region_2,Master's & above,F,other,1,50,3.0,7,0,71.0,0,5,11,2,0,0,No
2685,43296,Sales & Marketing,region_2,Bachelor's,F,sourcing,1,27,3.0,1,0,51.0,0,7,11,0,0,2,No
2686,15751,Procurement,region_30,Bachelor's,F,sourcing,1,34,4.0,10,0,68.0,0,5,23,0,0,2,No
2690,61060,Operations,region_2,Bachelor's,M,sourcing,1,45,3.0,5,0,58.0,0,4,11,0,1,2,No
2692,65725,Technology,region_5,Master's & above,F,sourcing,1,34,3.0,8,0,84.0,0,8,29,2,0,2,No
2693,48126,Operations,region_15,Bachelor's,M,other,1,32,5.0,7,0,58.0,1,4,6,0,1,0,Yes
2694,51386,Technology,region_31,Master's & above,F,other,1,36,4.0,3,0,79.0,0,8,24,2,0,0,No
2697,47943,Sales & Marketing,region_13,Master's & above,M,other,1,35,4.0,6,0,50.0,0,7,4,2,1,0,No
2698,44052,HR,region_10,Master's & above,F,other,1,33,5.0,8,0,51.0,0,2,1,2,0,0,No
2699,67897,Sales & Marketing,region_28,Bachelor's,M,other,1,35,4.0,7,0,50.0,0,7,20,0,1,0,No
2700,35700,HR,region_2,Bachelor's,F,other,1,48,5.0,12,0,48.0,0,2,11,0,0,0,No
2703,42750,R&D,region_2,Master's & above,M,other,1,46,5.0,2,0,89.0,0,6,11,2,1,0,No
2705,45799,Sales & Marketing,region_7,Bachelor's,M,referred,1,33,4.0,7,0,46.0,0,7,31,0,1,1,No
2706,68864,Technology,region_15,Bachelor's,F,sourcing,1,27,4.0,2,0,76.0,0,8,6,0,0,2,No
2708,50081,Finance,region_15,Bachelor's,F,other,1,32,3.0,7,0,56.0,0,1,6,0,0,0,No
2710,6997,Procurement,region_14,Bachelor's,F,sourcing,1,29,4.0,3,0,71.0,0,5,5,0,0,2,No
2711,34056,Operations,region_8,Master's & above,M,sourcing,1,34,3.0,5,0,55.0,0,4,32,2,1,2,No
2713,28550,Sales & Marketing,region_2,Bachelor's,M,other,1,33,5.0,8,0,51.0,0,7,11,0,1,0,No
2714,26174,Sales & Marketing,region_2,Bachelor's,M,other,1,27,5.0,1,0,48.0,0,7,11,0,1,0,No
2715,36277,Technology,region_19,Bachelor's,M,other,1,29,3.0,2,0,81.0,0,8,10,0,1,0,No
2716,71513,Finance,region_13,Bachelor's,F,other,1,37,3.0,8,0,60.0,0,1,4,0,0,0,No
2717,53671,Operations,region_22,Bachelor's,F,other,1,39,5.0,8,0,57.0,1,4,14,0,0,0,Yes
2719,17681,Sales & Marketing,region_7,Bachelor's,M,other,1,30,4.0,5,0,65.0,1,7,31,0,1,0,Yes
2722,17512,Procurement,region_2,Master's & above,M,other,1,42,3.0,13,0,67.0,0,5,11,2,1,0,No
2724,67369,Sales & Marketing,region_15,Master's & above,M,other,1,36,4.0,3,0,65.0,1,7,6,2,1,0,Yes
2725,26989,Sales & Marketing,region_2,Master's & above,M,sourcing,1,44,3.0,7,0,53.0,0,7,11,2,1,2,No
2726,19955,Sales & Marketing,region_22,Master's & above,M,sourcing,1,41,3.0,11,0,51.0,0,7,14,2,1,2,No
2727,60905,Operations,region_26,Master's & above,M,other,1,53,3.0,5,0,64.0,0,4,18,2,1,0,No
2729,15738,Sales & Marketing,region_2,Bachelor's,M,referred,1,32,2.0,8,0,48.0,0,7,11,0,1,1,No
2730,60672,Operations,region_3,Master's & above,M,other,1,33,3.0,7,0,56.0,0,4,22,2,1,0,No
2732,54184,Technology,region_4,Bachelor's,M,sourcing,1,38,3.0,5,0,81.0,0,8,28,0,1,2,No
2734,8573,Analytics,region_22,Master's & above,M,sourcing,1,39,5.0,11,0,84.0,0,0,14,2,1,2,No
2735,15511,Operations,region_20,Bachelor's,M,sourcing,1,26,4.0,5,0,59.0,0,4,12,0,1,2,No
2736,30645,Operations,region_13,Bachelor's,M,other,1,43,5.0,5,0,59.0,0,4,4,0,1,0,No
2738,39944,Procurement,region_15,Master's & above,M,sourcing,1,35,5.0,5,0,68.0,0,5,6,2,1,2,No
2739,8567,Sales & Marketing,region_2,Bachelor's,M,other,1,53,3.0,3,0,47.0,0,7,11,0,1,0,No
2742,10220,Operations,region_4,Bachelor's,M,sourcing,1,36,3.0,12,0,70.0,1,4,28,0,1,2,Yes
2745,31331,Operations,region_22,Bachelor's,M,other,1,47,5.0,15,0,60.0,0,4,14,0,1,0,No
2746,23706,Sales & Marketing,region_2,Master's & above,F,other,1,44,2.0,5,0,42.0,0,7,11,2,0,0,No
2747,70192,Operations,region_31,Bachelor's,F,sourcing,1,43,4.0,12,0,51.0,0,4,24,0,0,2,No
2750,57875,Analytics,region_25,Master's & above,M,sourcing,1,32,5.0,3,0,86.0,0,0,17,2,1,2,No
2751,64928,Sales & Marketing,region_26,Bachelor's,M,sourcing,1,42,3.0,3,0,52.0,0,7,18,0,1,2,No
2752,15036,Operations,region_11,Bachelor's,M,sourcing,1,29,3.0,2,0,59.0,0,4,2,0,1,2,No
2753,24228,Finance,region_2,Bachelor's,M,other,1,29,5.0,6,0,57.0,0,1,11,0,1,0,No
2760,56748,Sales & Marketing,region_7,Master's & above,F,other,1,41,5.0,7,0,48.0,0,7,31,2,0,0,No
2761,7524,Operations,region_7,Master's & above,F,other,1,39,3.0,2,0,62.0,0,4,31,2,0,0,No
2762,53755,Analytics,region_22,Bachelor's,M,sourcing,1,35,5.0,3,0,91.0,0,0,14,0,1,2,No
2764,38964,Procurement,region_22,Bachelor's,F,sourcing,1,31,3.0,5,0,67.0,0,5,14,0,0,2,No
2765,28765,Operations,region_11,Bachelor's,M,sourcing,1,25,2.0,3,0,64.0,0,4,2,0,1,2,No
2766,35659,Procurement,region_2,Master's & above,M,sourcing,1,41,4.0,11,0,67.0,0,5,11,2,1,2,No
2771,40675,Technology,region_9,Bachelor's,M,other,1,27,3.0,5,0,77.0,0,8,33,0,1,0,No
2772,23128,Technology,region_2,Bachelor's,F,other,1,30,3.0,2,0,77.0,1,8,11,0,0,0,Yes
2773,45394,Analytics,region_26,Master's & above,M,other,1,39,3.0,6,0,84.0,0,0,18,2,1,0,No
2776,45277,Sales & Marketing,region_22,Bachelor's,M,referred,1,29,5.0,5,0,50.0,0,7,14,0,1,1,No
2777,77894,Sales & Marketing,region_8,Bachelor's,M,sourcing,1,27,4.0,2,0,50.0,0,7,32,0,1,2,No
2780,3391,Operations,region_32,Master's & above,F,sourcing,1,42,4.0,5,0,64.0,0,4,25,2,0,2,No
2782,49118,Technology,region_27,Master's & above,F,sourcing,1,36,4.0,4,0,79.0,0,8,19,2,0,2,No
2784,32100,Technology,region_7,Master's & above,M,sourcing,1,44,3.0,7,0,81.0,0,8,31,2,1,2,No
2786,3206,Analytics,region_5,Bachelor's,M,other,1,36,3.0,8,0,81.0,0,0,29,0,1,0,No
2787,20130,Technology,region_2,Bachelor's,F,sourcing,1,33,3.0,3,0,85.0,0,8,11,0,0,2,No
2790,42495,Analytics,region_10,Master's & above,M,sourcing,1,35,3.0,9,0,83.0,0,0,1,2,1,2,No
2791,18143,Technology,region_5,Bachelor's,M,other,1,31,5.0,5,0,83.0,0,8,29,0,1,0,No
2794,85,Operations,region_22,Master's & above,F,sourcing,1,40,5.0,5,0,59.0,0,4,14,2,0,2,No
2795,67902,Technology,region_22,Bachelor's,F,other,1,29,3.0,3,0,82.0,0,8,14,0,0,0,No
2797,58574,Sales & Marketing,region_7,Bachelor's,M,other,1,32,5.0,7,0,47.0,0,7,31,0,1,0,No
2798,16038,Legal,region_22,Bachelor's,M,sourcing,1,32,3.0,4,0,57.0,0,3,14,0,1,2,No
2802,20733,Procurement,region_14,Master's & above,F,other,1,35,5.0,9,0,71.0,0,5,5,2,0,0,No
2803,22004,Operations,region_13,Bachelor's,M,sourcing,1,37,5.0,9,0,60.0,0,4,4,0,1,2,No
2804,64895,Sales & Marketing,region_32,Bachelor's,M,other,1,37,3.0,2,0,55.0,0,7,25,0,1,0,No
2805,36400,Operations,region_7,Master's & above,F,other,1,35,5.0,4,0,59.0,0,4,31,2,0,0,No
2809,29152,Operations,region_22,Bachelor's,F,other,1,34,5.0,6,0,74.0,1,4,14,0,0,0,Yes
2810,53991,Operations,region_22,Bachelor's,M,other,1,35,5.0,4,0,60.0,0,4,14,0,1,0,No
2811,47902,Sales & Marketing,region_20,Master's & above,M,other,1,36,5.0,8,0,46.0,0,7,12,2,1,0,No
2812,9117,Operations,region_15,Master's & above,F,sourcing,1,44,4.0,13,0,59.0,0,4,6,2,0,2,No
2813,11473,Finance,region_31,Bachelor's,F,sourcing,1,26,3.0,2,0,64.0,0,1,24,0,0,2,No
2814,16162,Analytics,region_22,Master's & above,M,other,1,35,3.0,7,0,84.0,0,0,14,2,1,0,No
2820,43418,Finance,region_13,Bachelor's,M,other,1,38,3.0,10,0,63.0,0,1,4,0,1,0,No
2821,2447,Sales & Marketing,region_2,Bachelor's,M,other,1,56,5.0,5,0,51.0,0,7,11,0,1,0,No
2822,1734,Sales & Marketing,region_2,Bachelor's,M,other,1,41,2.0,12,0,51.0,0,7,11,0,1,0,No
2824,16717,Operations,region_2,Master's & above,M,sourcing,1,54,4.0,14,0,59.0,0,4,11,2,1,2,No
2827,33842,HR,region_2,Master's & above,M,sourcing,1,42,5.0,4,0,63.0,1,2,11,2,1,2,Yes
2828,66264,Operations,region_2,Bachelor's,M,other,1,26,3.0,1,0,62.0,0,4,11,0,1,0,No
2830,68966,Procurement,region_7,Master's & above,M,other,1,55,3.0,7,0,67.0,0,5,31,2,1,0,No
2831,58156,Procurement,region_10,Bachelor's,F,other,1,34,3.0,10,0,70.0,0,5,1,0,0,0,No
2832,36192,Sales & Marketing,region_15,Bachelor's,F,other,1,33,3.0,3,0,50.0,0,7,6,0,0,0,No
2833,222,Procurement,region_13,Master's & above,M,other,1,34,4.0,5,0,71.0,0,5,4,2,1,0,No
2834,72524,Sales & Marketing,region_8,Bachelor's,M,other,1,34,3.0,10,0,51.0,0,7,32,0,1,0,No
2836,55043,Procurement,region_2,Below Secondary,M,sourcing,1,26,3.0,4,0,67.0,0,5,11,1,1,2,No
2837,20107,Operations,region_19,Bachelor's,M,sourcing,1,36,2.0,3,0,59.0,0,4,10,0,1,2,No
2839,30079,Procurement,region_6,Bachelor's,M,sourcing,1,25,3.0,3,0,73.0,0,5,30,0,1,2,No
2840,51204,Analytics,region_2,Bachelor's,M,other,1,33,5.0,9,0,83.0,0,0,11,0,1,0,No
2844,75032,Operations,region_29,Master's & above,M,other,1,37,5.0,8,0,60.0,0,4,21,2,1,0,No
2845,63953,Operations,region_7,Below Secondary,M,other,1,26,3.0,4,0,64.0,0,4,31,1,1,0,No
2849,25766,Operations,region_24,Master's & above,F,sourcing,1,38,3.0,4,0,59.0,0,4,16,2,0,2,No
2852,43752,Sales & Marketing,region_2,Master's & above,M,sourcing,1,31,5.0,4,0,48.0,0,7,11,2,1,2,No
